Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Target
0.5292100439110343,-0.972022091585097,-0.2955162932555183,0.6728948662991454,-2.140411659149887,0.5194888741480125,-1.3177985324194006,1.7590046180128887,0.16260534505003804,1.4474759283559775,-0.32525142913997906,-0.2826092674912256,-1.955407597788953,0.7984770104452468,0.8245151560185962,-2.0907194169284242,-0.3348507296111789,-0.6039225937437165,0.7273709765077034,-1.8527095348652787,0
0.5355953968440476,0.5485232021544779,0.17055515394610585,0.41083196312415055,1.4765337260366487,-0.9679723903754718,1.7389918103268525,0.41854432009397274,1.5676785372146536,0.4102951249369835,1.3012160950771874,-0.5117817241250272,1.17187841420355,0.19346537098823938,-0.17735654863990935,-0.8754076427582378,-0.7164729010665846,-1.9379745472165477,1.3446012890714418,0.7484822943836419,0
1.7670595744577013,0.9503335133942934,-0.30348775949843565,-0.9257846592636215,0.13486430223630053,0.24438312719718072,1.3711410473420906,0.44398582156052974,-0.0421505316814678,2.2948557418083606,0.3554125833793864,0.567246848857522,0.3350031169948508,-0.973415358504453,0.41114353331964326,-1.7609332104007525,0.8895536310796278,-0.2805085846244696,-0.19312327770195536,0.03352628747831908,0
2.8536225827404498,-0.23500040253795418,-0.9445767199209086,1.283782608325773,0.4967226323689984,-0.4749346222212478,2.168761167921427,-0.03410720098954454,1.90186461325099,-0.016975124113535855,-2.5042272204119556,-0.6522665031033145,0.5613707988175498,0.957517777643326,-0.28518844674365945,3.0881226482399553,2.601770471320802,0.28361720550501,-3.102955697451513,-0.10837103661884025,1
0.8108637327605234,0.29777703454808946,0.9376148435095977,-1.167519120076846,0.5139918200734739,-1.5924829722782052,-1.024949531131682,0.3505754576125445,1.191931236215073,-0.2862463041576264,0.3125009081822634,1.3194217878148724,-1.5103142225541961,-0.3812707060316669,0.901685122141679,-2.07077599506679,0.5205988811089679,-0.1504698974825089,2.036685306871925,-0.30275286996176626,0
-0.8443284487895042,1.697528902175395,0.6423725916415679,0.8108631155983491,0.5418399999223584,1.2297551305579804,-0.7743014221048548,0.061156459935711685,1.3882009388541612,1.0489576137113887,0.3014367211066823,0.10525970102333387,0.32310173538322906,-1.7091635551904558,2.4372425759242193,-1.0384941746127863,-0.3941557711847975,0.7600229424410339,-0.7034049768064615,0.7243545112656794,0
1.2968796713609954,-1.8969655866921493,-0.6745280779152143,0.9240967134422856,2.5668685632253654,-0.24359950775306205,-0.5696328035424871,1.4714876651735471,-0.31332259200413143,-1.667893322874405,4.212771479626662,1.523368553129795,2.3454284949281723,0.6884984655791221,-0.6656055779091222,-1.2247180045026222,0.21283260712534693,-0.576838243669509,6.447885953819919,-0.5423862636822946,1
0.151157745253608,1.589974191131918,-1.9714812999899154,-0.31122089750855303,-1.796367920031396,2.5052652454734647,-0.4077270172686185,-0.5716183915692663,0.13888752134537663,3.383219418788378,0.3193197794917,-0.31734916739652724,-1.8859424263201878,0.3413442593453236,-0.7260572966372096,-4.416511687740928,-1.5790401111179289,1.2727575366353827,-0.028170643992830313,0.8469255812126805,0
0.019576762090171933,3.665126632910486,1.5890057587728696,-1.0799098408608079,-0.9104535051684737,-0.4094225730308178,-0.27464484856183796,-0.49627753308969913,0.7145306910521688,4.136188578231767,0.6234141905216659,0.23065792520835698,2.2087867877573677,-3.3475505964875936,-0.4954921445178963,-1.0588667664572136,-1.0337358005622264,1.714164357415557,-4.5216429535006935,0.3036042712837195,0
0.840918636530436,1.0795459186924923,-1.6794266193847127,-0.23844566714956222,0.42451745369116933,-0.588684643504235,-0.251766827070369,-0.3112792838795362,0.5701299455178457,3.1123223646770226,1.4804137530993804,1.5270132612259923,3.8584289343944134,-0.6658509226836544,0.6729799604696928,0.4313740264049961,1.0665016591810415,-0.9855878206715561,-1.997224596602363,-0.6803426190998739,0
-0.26130011056889496,1.004173724604356,1.0823538731623088,-0.7888492497413011,2.148308024812205,-1.8688030582824706,-2.4619797058899167,-0.9068077260268592,-0.8903770582600778,-0.0734444351554071,1.4685205144487579,0.41547515150624903,2.337235409809583,1.3091366419632775,-0.05936745123140444,0.3567238368811534,-0.9009700184262551,1.5723062561857772,0.5256557922281826,0.6276112125924505,0
1.4984673241370412,0.6623357520066988,0.5622390597582658,-0.7857002208783427,0.8347839991945297,-1.2782626292575752,1.5227112992961702,0.5958974585203659,-0.6170782092104371,0.9442826654137659,1.451319677457698,-0.28680540933353904,0.41561208737798166,0.8949874360948072,0.2704081342080487,-2.061472995276368,-0.3368662050405336,0.9430514466067954,1.728385754011338,-1.1101887981524234,0
0.07084639605228406,-0.5271617586493859,2.695488709469085,0.7456735234735848,-0.9063033582822756,0.061310397556036705,0.5264618134118679,-0.7197588447268848,-0.8986224302507531,0.160045684550276,-0.585130674899969,2.01062063320819,-2.22524922120937,-0.7092717171438492,0.18359472430730595,-1.6971655257566376,1.9766103338806056,-0.1680809844048159,1.1516783570954452,0.5333647089351805,0
-1.0045088309328234,-0.17366890050560913,0.10839824808820993,0.3110150743781913,1.6383686513980358,-1.2860835499599486,-0.7954247917548061,0.1714097959035053,1.0357324669729413,0.5939411346558737,0.9271847912157162,-0.7482103149624749,1.4020821810490642,-0.6478173012280894,-0.018356224193736944,-0.35071715492490285,-1.1319334675943329,0.5870979263002958,1.397983581754895,0.7481957843941472,0
1.4808862906533322,0.5481327278519097,-1.5117871459689358,-0.9341542070495419,1.0142421006216191,0.8752900534165288,0.028428263711718648,1.2907055153121305,1.1764904376350318,-0.33198134297397797,0.7261026756779492,1.3420227509932474,-0.49638053309881097,0.6117870490026632,-1.9286814348628423,-1.5016190087971573,-0.25998392525270525,1.3963475039118443,1.7668366490812164,-0.7717096870583702,0
0.9540976603759755,-1.5110475615001584,0.2777256563345103,0.9945909288357225,-0.6414159694809506,0.0361827294430916,0.15846118511886256,1.85160907703945,-0.9408220741920303,0.929692073392959,2.208430074927759,0.7682485771525432,1.8800570827833547,2.361890703170213,1.056661949261027,-0.41874017607143976,0.7187082925761192,-0.5950987410478299,1.7523661024130028,-2.091651903364375,0
1.0547778142766568,-0.4408377404665287,-0.03602103575443992,-0.7394144316026904,0.643386644331509,0.7295193509862021,1.4512546569546128,0.648943606259271,-2.314456078778476,0.3117984552173372,1.0015771416945414,1.6982903924269561,-1.1215788605766257,-0.510120739478876,2.1356261011732305,-2.746841923635824,-1.1815231616646271,1.6403972809330398,3.3221484734796185,1.1262461801557098,0
